total_reward,mean_reward,loss,mae,mean_q
486.2961524071899,0.46804249509835405,0.103705, 0.980984, 1.529062
496.2951937100945,0.5196808311100466,0.105259, 0.977899, 1.525457
519.9855767737203,0.5236511347167374,0.107137, 0.978775, 1.540288
535.6505947043088,0.49505600249936116,0.112098, 1.019400, 1.593477
445.82498624166715,0.4101425816390682,0.109258, 1.035189, 1.638634
358.73747806202914,0.32553310168968164,0.108646, 1.047574, 1.641948
544.6137913288779,0.5226619878396142,0.108087, 1.045667, 1.620503
483.54674408348376,0.5171622931374158,0.108525, 1.050531, 1.617059
482.5420289597232,0.4078968968383121,0.109761, 1.051887, 1.601327
459.3080468456059,0.4534136691466988,0.108222, 1.013098, 1.566879
441.21379955235824,0.4242440380311137,0.107911, 1.014183, 1.624787
346.7255756691751,0.3017629031063317,0.107433, 1.029835, 1.619849
517.1064530785096,0.5228578898670472,0.107008, 1.018132, 1.576848
491.59701684903183,0.4704277673196477,0.108839, 1.019329, 1.565238
169.13787988074876,0.1761852915424466,0.105972, 0.981625, 1.497030
388.7306903545784,0.3313987130047557,0.103554, 0.951108, 1.452823
471.29346105721646,0.4843714913229357,0.104706, 0.934227, 1.438122
389.77350186099,0.3461576393081616,0.103192, 0.927301, 1.440412
512.606071001236,0.5535702710596502,0.102480, 0.913057, 1.395901
473.26744732610496,0.5206462566843839,0.110831, 0.937107, 1.431793
514.7961221322142,0.4646174387474858,0.108527, 0.942906, 1.496342
342.5100691200565,0.29552206136329295,0.107838, 0.970491, 1.550068
575.2114872094226,0.5723497385168383,0.107920, 0.991973, 1.559409
407.532019214048,0.3433294180404785,0.107916, 1.012482, 1.611725
490.4817692875864,0.42429218796504015,0.108104, 1.016905, 1.553296
425.4036974322122,0.4162462792878789,0.105421, 0.978236, 1.519906
365.93415089871866,0.3566609657882248,0.103495, 0.973449, 1.551023
520.9312873765882,0.4886785059817901,0.101708, 0.967678, 1.524525
414.6749271732383,0.4556867331574047,0.101628, 0.961608, 1.537751
372.32940134794165,0.3646713039646833,0.104516, 0.973525, 1.549887
330.55926318680076,0.287193104419462,0.106851, 0.971207, 1.474468
578.1117083174433,0.6359864777969674,0.106529, 0.946475, 1.479640
352.09040760306425,0.30300379311795544,0.109306, 0.961489, 1.505975
367.05342015407405,0.37762697546715435,0.108859, 0.959530, 1.457447
474.4164299969351,0.4513952711673978,0.109809, 0.954362, 1.443322
370.4026772522976,0.3280803164325045,0.112085, 0.961613, 1.452591
536.3416699712392,0.5523601132556532,0.107844, 0.936454, 1.438792
472.71599872489963,0.45628957405878345,0.108188, 0.936658, 1.464652
416.5702324509863,0.3612924826114365,0.106960, 0.954282, 1.518260
394.0630667572378,0.37781693840578884,0.106196, 0.967678, 1.511770
484.39011168744264,0.4853608333541509,0.108681, 0.980677, 1.505694
412.1290629627557,0.3608835927870015,0.106043, 0.966325, 1.498246
506.98712463992433,0.5534793937117077,0.105323, 0.965882, 1.486803
489.6499518713605,0.5074092765506326,0.107497, 0.968454, 1.516294
581.7674500041632,0.6022437370643511,0.106967, 0.981976, 1.584379
406.3544816818833,0.385170124816951,0.106133, 1.017255, 1.641349
321.7658924909807,0.3044142786101994,0.109098, 1.038247, 1.607507
430.57877826951426,0.3950264020821232,0.106435, 1.025181, 1.627452
423.0416041144176,0.39025978239337417,0.106778, 1.021904, 1.598065
386.06882782193486,0.35648091211628335,0.103930, 1.001502, 1.514830
490.1811267575409,0.41682068601831707,0.104901, 0.963819, 1.457147
206.76619475053928,0.18882757511464776,0.103454, 0.934831, 1.389998
465.76320703752333,0.4625255283391493,0.102258, 0.893610, 1.354295
272.5418784613614,0.23740581747505352,0.100883, 0.877234, 1.318336
313.92317517246346,0.269925344086383,0.098131, 0.846362, 1.253262
501.24781082153305,0.5130479128163081,0.101783, 0.823441, 1.213864
191.37761548564134,0.17852389504257588,0.103381, 0.818473, 1.213240
582.9062444289577,0.5686890189550807,0.100706, 0.791311, 1.185187
518.6546182342973,0.5176193794753466,0.106063, 0.808285, 1.269598
338.42615981530054,0.28974842449940114,0.107174, 0.849577, 1.354063
505.59674754242246,0.4583832706640276,0.106772, 0.880667, 1.380763
336.20426864784656,0.28017022387320545,0.108606, 0.909895, 1.392925
438.25894058404185,0.3927051438925106,0.104918, 0.903744, 1.382410
608.8086738796849,0.5820350610704444,0.106025, 0.903453, 1.367750
554.057388561796,0.5069143536704446,0.107289, 0.917793, 1.447358
394.6625025314245,0.40855331524992183,0.107795, 0.942023, 1.485116
490.99226608082665,0.5098569741233921,0.110614, 0.980186, 1.504071
588.3786814199858,0.6416343308832997,0.107674, 0.992814, 1.587410
411.53179516658065,0.3991579002585651,0.106382, 1.028560, 1.682318
615.9920459936194,0.6776590164946308,0.107728, 1.054814, 1.693422
424.57720970307435,0.4341280262812621,0.105331, 1.073746, 1.754819
348.79553081222906,0.2960912825231147,0.109020, 1.112911, 1.771795
123.00491756390625,0.1341384051950995,0.110023, 1.076405, 1.633427
504.96114275897844,0.46497342795486046,0.106569, 1.027863, 1.573611
591.7810905626858,0.580177539767339,0.103865, 0.996253, 1.543653
378.01796203220465,0.3219914497718949,0.099985, 0.963012, 1.490629
542.0675870034445,0.5682050178233171,0.101146, 0.934938, 1.476305
546.102034941444,0.6014339591866124,0.107423, 0.993994, 1.552428
406.05534402060914,0.40243344303330936,0.106154, 0.987873, 1.562864
404.46000018898724,0.3489732529672021,0.106012, 1.016748, 1.607008
511.74224205408495,0.5438280999512061,0.108556, 1.030400, 1.599330
370.7975517524959,0.32299438305966544,0.108280, 1.054834, 1.634571
562.9633046880921,0.5131844163063738,0.107477, 1.054055, 1.589784
175.26852830845874,0.14753243123607637,0.103372, 1.007377, 1.524637
477.52533203666746,0.4458686573638352,0.101620, 0.959494, 1.475435
430.47030911065485,0.4147112804534247,0.101012, 0.942335, 1.437764
540.645718919479,0.5825923695253007,0.104190, 0.932589, 1.450642
524.0804783837806,0.4972300553925812,0.106498, 0.941270, 1.471152
291.8545306390475,0.26293200958472746,0.111053, 0.970421, 1.494400
560.8177092461411,0.6217491233327507,0.110916, 0.970707, 1.526642
574.6311205219304,0.57809971883494,0.109423, 0.994524, 1.599602
466.6017392509884,0.42188222355423904,0.108847, 1.029974, 1.666343
486.31443706957054,0.4453428910893503,0.109960, 1.049115, 1.654593
317.48120732568935,0.2867942252264583,0.110347, 1.060328, 1.630118
543.8692635574408,0.541702453742471,0.109110, 1.049871, 1.632690
363.2349357817984,0.31286385510921483,0.107706, 1.040904, 1.586570
509.7915059294311,0.432393134800196,0.105871, 1.012026, 1.536177
614.8272166165659,0.6499230619625432,0.107893, 1.002674, 1.524462
505.56415053382244,0.47560127049277745,0.111280, 1.021390, 1.582100
402.3442018973711,0.4349667047539147,0.109252, 1.019365, 1.584048
568.0147679782202,0.4939258851984524,0.108528, 1.027277, 1.638992
410.7744493813926,0.40791901626752,0.109083, 1.055381, 1.688599
443.17530067492976,0.39323451701413464,0.110384, 1.076598, 1.693256
536.7959126386603,0.5885920094722152,0.111872, 1.075508, 1.641570
75.47916369712412,0.07392670293547907,0.109000, 1.037409, 1.575627
515.4214750357626,0.4826043773743095,0.106428, 0.992308, 1.516999
491.40566808935193,0.4596872479788138,0.105005, 0.971850, 1.500964
359.9365728545783,0.31029014901256746,0.103523, 0.961405, 1.485138
561.3012083071135,0.5896021095662957,0.104286, 0.946194, 1.447901
336.3691698753331,0.33874035234172517,0.109515, 0.962362, 1.468747
461.9525266187711,0.445900122218891,0.108061, 0.960713, 1.489891
472.5037412425402,0.4342865268773347,0.107479, 0.962107, 1.499979
454.56866191660623,0.3810298926375576,0.107541, 0.966583, 1.524410
535.1175704557609,0.49824727230517774,0.105694, 0.977482, 1.530128
443.0047438865169,0.3763846592068963,0.107342, 0.993367, 1.505814
562.4950634715883,0.5681768317894832,0.107203, 0.981902, 1.525964
533.7872692709623,0.536469617357751,0.107859, 0.997554, 1.573477
558.5477861276345,0.5954667229505698,0.107841, 1.021753, 1.625816
397.19609737430017,0.3530631976660446,0.105331, 1.045999, 1.683351
416.3979674884323,0.3534787499901802,0.108361, 1.066912, 1.658388
358.54265837485076,0.3005386910099336,0.106417, 1.050538, 1.622000
459.9737494440082,0.3862080180050447,0.104123, 1.023036, 1.545789
466.6523468934148,0.4159111826144517,0.102749, 0.981682, 1.454549
376.9526191840592,0.3303703936757749,0.103688, 0.945106, 1.419369
372.18722187708187,0.38769502278862694,0.103145, 0.926751, 1.374295
390.5221230733497,0.38665556739935614,0.102873, 0.892679, 1.383314
466.8635626184992,0.5074603941505426,0.104835, 0.890203, 1.396724
469.68090180648886,0.42275508713455345,0.104560, 0.901882, 1.436461
637.3921979091233,0.6861057028085289,0.105404, 0.914332, 1.485806
359.1883165550736,0.33694964029556623,0.107252, 0.959572, 1.574713
434.16094741278846,0.4178642419757348,0.110509, 1.004883, 1.552520
389.9159202906671,0.35903860063597337,0.108590, 1.001713, 1.591807
489.9298376468198,0.5024921411762254,0.110710, 1.019754, 1.580863
601.1508443227884,0.6268517667599462,0.110802, 1.033796, 1.589292
340.23696537713624,0.361185738192289,0.112084, 1.036849, 1.595401
524.851143426637,0.5484337966840512,0.113043, 1.048559, 1.611911
419.2794444831651,0.3690840180309552,0.108087, 1.041732, 1.619058
541.449963889027,0.5822042622462656,0.106577, 1.049312, 1.661251
403.93934488776847,0.34583848021213054,0.106245, 1.062762, 1.678829
537.4723735546121,0.5094524867816228,0.107296, 1.067890, 1.648770
551.4792792828521,0.5364584428821518,0.109746, 1.075905, 1.649969
222.25445714487648,0.19826445775635726,0.109693, 1.049090, 1.606078
536.5972575144519,0.5832578886026651,0.108446, 1.031250, 1.579940
497.97223845076013,0.46279947811408934,0.109020, 1.027391, 1.600825
375.82962565780235,0.3248311371286105,0.107180, 1.020638, 1.592851
457.8310454937295,0.4829441408161704,0.107975, 1.011339, 1.545918
245.34488868347026,0.2414811896490849,0.110638, 0.996198, 1.512856
488.30310117410727,0.5261886866100294,0.109085, 0.971841, 1.508547
527.7371642640907,0.5298565906265971,0.107475, 0.960118, 1.500738
487.3945930114223,0.4903366126875476,0.109089, 0.967689, 1.530726
494.9841969390846,0.5097674530783569,0.108254, 0.980284, 1.581784
585.4360478514432,0.649762539235786,0.110824, 1.019660, 1.627891
341.35088868492426,0.3493867847338017,0.109386, 1.067490, 1.669047
471.9046892149241,0.4747532084657184,0.108787, 1.065722, 1.705782
407.299128519164,0.39352572803783964,0.109982, 1.082823, 1.706097
557.1163243933194,0.5019065985525399,0.109748, 1.082671, 1.708917
406.1922610210356,0.3740260230396276,0.107469, 1.083745, 1.689226
454.88167422638656,0.43612816320842435,0.108740, 1.071721, 1.616303
462.58201926406514,0.4122834396292916,0.105849, 1.033672, 1.596944
370.47011003717586,0.3244046497698563,0.105156, 1.024915, 1.573540
428.7310468068315,0.3984489282591371,0.102690, 1.000882, 1.513578
594.4790389676634,0.6154027318505833,0.105791, 0.987001, 1.500673
448.3008088104792,0.3805609582431912,0.107678, 0.990841, 1.508062
539.1463803774235,0.4788156131238219,0.106664, 0.966333, 1.522472
439.40295557444256,0.40950881227813846,0.106931, 0.984871, 1.568636
445.10903363873626,0.4187291003186606,0.106814, 1.005355, 1.603065
351.2638804539919,0.3358163293059196,0.106411, 1.012593, 1.579161
488.6829676129826,0.431698734640444,0.108231, 1.010035, 1.538429
439.09805462261903,0.3677538145918082,0.103374, 0.964795, 1.488376
499.47311596388164,0.44715587821296476,0.104352, 0.957875, 1.482701
605.4844042660396,0.5936121610451369,0.105771, 0.955247, 1.502948
390.67454337535395,0.3274723750002967,0.106382, 0.975532, 1.559844
535.9995377690664,0.5244613872495757,0.110612, 1.003459, 1.547606
505.77591564519025,0.5473765320835392,0.108012, 0.989378, 1.564573
431.2150016126102,0.36145431820000856,0.105196, 1.007825, 1.634659
615.2562754025247,0.6552250004286738,0.102416, 1.018523, 1.635820
483.0524303456373,0.5138855641974864,0.099979, 1.027519, 1.699925
470.7181071119089,0.40754814468563544,0.100378, 1.065538, 1.756761
380.96922866607866,0.3270122134472778,0.104360, 1.086058, 1.677360
527.2575885263963,0.4823948659893836,0.104271, 1.056627, 1.681443
335.13653619233,0.2871778373541817,0.106419, 1.060124, 1.638176
596.6591698477075,0.6254288992114334,0.105670, 1.032354, 1.561192
428.5532271831004,0.3953443055194653,0.109081, 1.015577, 1.558829
283.68829779016045,0.2396016028633112,0.109530, 1.000409, 1.503480
534.5990179986658,0.5545632966791139,0.108819, 0.968822, 1.476654
402.6246584738704,0.3383400491377062,0.109510, 0.964127, 1.505706
484.0720749591737,0.49852942838225917,0.108276, 0.969599, 1.477276
379.5340405877923,0.4103070709057214,0.108857, 0.960167, 1.467122
517.7146862644845,0.5676696121321102,0.112417, 0.972972, 1.470784
562.1916869373964,0.5369548108284589,0.110293, 0.984414, 1.554192
449.19649525605945,0.47534020662016874,0.110408, 1.008920, 1.593532
496.81197236745237,0.5388416186197965,0.109768, 1.040818, 1.664272
474.6925819308395,0.5193573106464326,0.108464, 1.070010, 1.713434
468.9565317341296,0.4588615770392658,0.108254, 1.101445, 1.765119
284.6237048353512,0.24621427753923114,0.111526, 1.105747, 1.688566
497.8289571772709,0.5279204211848048,0.110931, 1.072673, 1.657450
453.8556844391304,0.4445207487160925,0.110045, 1.060190, 1.653159
623.6608619030435,0.6756889078039474,0.111087, 1.052934, 1.628022
410.9985972973166,0.43957069229659534,0.111844, 1.051163, 1.646596
610.1669448813439,0.6163302473548928,0.112235, 1.072989, 1.671050
334.99210137313673,0.29104439737023174,0.110390, 1.092264, 1.711647
483.2612340848775,0.47425047505876106,0.112028, 1.101142, 1.722994
552.2771851861914,0.5315468577345442,0.111653, 1.104121, 1.732194
347.8648217830891,0.3094882756077305,0.111121, 1.096667, 1.693910
468.1905019024234,0.4782334033732619,0.111923, 1.078632, 1.625998
111.72166712795352,0.10825742938755187,0.108307, 1.025640, 1.548827
482.44178229593047,0.4322955038494001,0.105196, 0.980961, 1.484689
662.6756794775475,0.7322383198646935,0.104253, 0.949229, 1.439225
527.480706793823,0.5166314464190235,0.106817, 0.952300, 1.499900
462.5833465761656,0.3943592042422554,0.107526, 0.976571, 1.550543
320.4255735458101,0.27131716642320924,0.109760, 1.007831, 1.564296
507.18317236719093,0.4789265083731737,0.108188, 1.007384, 1.588406
397.0308187086954,0.42013843249597393,0.108790, 1.018782, 1.573934
446.3002751987817,0.4167136089624479,0.108548, 1.004078, 1.513277
439.6549329639708,0.36852886250123285,0.107774, 0.973478, 1.475225
325.04897788609327,0.27829535777918946,0.110881, 0.960964, 1.438644
455.04216872586494,0.3856289565473432,0.105680, 0.930456, 1.407353
535.5948098170898,0.5847104910666918,0.106379, 0.916792, 1.395902
382.87720079449593,0.3443140294914532,0.105468, 0.912801, 1.411218
496.3291113730264,0.4923899914414945,0.105362, 0.908036, 1.410830
515.1145447250216,0.5125517857960413,0.110235, 0.945589, 1.452510
447.64607655352813,0.457715824696859,0.109308, 0.958045, 1.512931
521.5966267172794,0.5795518074636438,0.108707, 0.983792, 1.568579
492.0371426848067,0.5268063626175661,0.108522, 1.009941, 1.610354
438.9296618477321,0.41604707284145226,0.105293, 1.044374, 1.679891
461.6111332352381,0.42388533814071455,0.104992, 1.072688, 1.695667
196.5412742739353,0.17851160242864242,0.105340, 1.055181, 1.616332
428.94240834076777,0.3589476220424835,0.101530, 1.018949, 1.556570
454.6946811813764,0.3906311693998079,0.099312, 0.974823, 1.463136
499.81591432072577,0.45854671038598693,0.099672, 0.937352, 1.398400
451.2176332003567,0.4441118437011385,0.104006, 0.921627, 1.384523
296.2624909508906,0.30448354671211775,0.102873, 0.902754, 1.377900
494.0908588428908,0.48345485209676203,0.104774, 0.901188, 1.408843
512.2683743336775,0.549644178469611,0.106376, 0.917050, 1.455977
406.1918390168837,0.34162475947593246,0.107406, 0.948553, 1.506017
512.0339633256546,0.4563582560834711,0.106874, 0.960847, 1.508413
257.6877466178971,0.2782805039070163,0.109242, 0.975733, 1.498902
439.17011956283994,0.4263787568571262,0.105307, 0.952936, 1.487198
475.6674648638204,0.5044193688905837,0.103974, 0.954503, 1.474938
464.7556560965401,0.4704004616361742,0.106286, 0.951764, 1.486004
523.9074267540883,0.5757224469825146,0.107238, 0.958664, 1.527410
637.7609016868844,0.6608921261003983,0.109080, 0.985855, 1.589726
370.8820867507335,0.3236318383514254,0.110153, 1.045698, 1.637156
584.912010753982,0.6242390723094792,0.106637, 1.044629, 1.697512
426.10396366304224,0.4109006399836473,0.107262, 1.078660, 1.748756
429.3900042691545,0.37698859022752806,0.107864, 1.105355, 1.752554
417.4792594570349,0.35499937028659434,0.108351, 1.107080, 1.685842
239.92193504549965,0.25881546391100285,0.108317, 1.063625, 1.592265
487.14820224816737,0.470220272440316,0.105846, 1.020058, 1.535377
