total_reward,mean_reward,loss,mae,mean_q,episode_steps,step
336.8686791089683,0.3534823495372175,4.421426, 9.532243, 14.372004,953,953
481.1871316647348,0.5070465033348102,0.094984, 7.770517, 10.770945,949,1902
547.0545707178497,0.5795069605061968,0.067792, 5.407295, 7.590619,944,2846
434.50084739881095,0.4415659018280599,0.037187, 4.336946, 6.128341,984,3830
604.6439419049807,0.6622606154490479,0.037447, 3.889445, 5.504498,913,4743
647.9174067982381,0.7127804255206139,0.040163, 3.776973, 5.328212,909,5652
556.7164850359183,0.5954187005731746,0.027317, 3.715661, 5.219846,935,6587
477.5102074955435,0.4857682680524349,0.029765, 3.769218, 5.261103,983,7570
558.7301842623367,0.6113021709653574,0.036340, 3.859487, 5.367790,914,8484
617.5182515979722,0.6576339207646136,0.038347, 3.945813, 5.469028,939,9423
605.0210323901879,0.6322058854651911,0.043212, 3.995869, 5.520825,957,10380
602.211739842543,0.6454573846115145,0.059832, 3.837229, 5.260166,933,11313
629.3813851955363,0.684110201299496,0.060768, 3.870950, 5.272907,920,12233
643.9658041151665,0.6924363485109317,0.078246, 3.982067, 5.400824,930,13163
636.4832105041353,0.707203567226817,0.089063, 4.093676, 5.534269,900,14063
518.8077153108903,0.5415529387378814,0.098580, 4.148585, 5.603005,958,15021
660.0623581138564,0.6992185996968817,0.114879, 4.261738, 5.757317,944,15965
673.5308908423252,0.7401438360904673,0.120368, 4.335483, 5.852737,910,16875
621.2630631773795,0.6498567606457945,0.121874, 4.484103, 6.053596,956,17831
643.8953208812121,0.6777845482960128,0.123124, 4.582545, 6.183316,950,18781
667.6006583484735,0.7186228830446432,0.126736, 4.728326, 6.389330,929,19710
643.9678913780939,0.6551046707813774,0.124537, 4.817376, 6.517728,983,20693
626.8690573066708,0.6306529751576165,0.117845, 4.930473, 6.672723,994,21687
645.7951012635868,0.7135857472525822,0.117354, 5.049826, 6.836823,905,22592
648.3311882660507,0.6934023403914981,0.106097, 5.108570, 6.915732,935,23527
721.5574794083198,0.7571432102920459,0.100840, 5.157667, 6.988342,953,24480
616.0080904949625,0.676188902848477,0.105202, 5.223114, 7.072515,911,25391
652.8315417865625,0.6945016401984708,0.112528, 5.219213, 7.064076,940,26331
690.13763926952,0.705662207842045,0.107932, 5.275924, 7.142034,978,27309
699.7100502522458,0.7459595418467438,0.108331, 5.327964, 7.215872,938,28247
752.2548730563128,0.7747218054132985,0.105372, 5.377041, 7.271388,971,29218
708.3281012013006,0.764107984035923,0.109784, 5.388870, 7.284119,927,30145
749.6350196097912,0.7496350196097913,0.109519, 5.413633, 7.315255,1000,31145
695.8029288447274,0.724794717546591,0.109614, 5.448646, 7.383089,960,32105
690.9024929824818,0.7115370679531223,0.108446, 5.433773, 7.373827,971,33076
682.9633700369384,0.7447801199966613,0.103586, 5.450168, 7.392981,917,33993
691.8514700041385,0.7009640020305354,0.096982, 5.455561, 7.410967,987,34980
592.5377907556674,0.627688337664902,0.098901, 5.503417, 7.464582,944,35924
700.2408012187259,0.7101833683759897,0.092299, 5.504808, 7.468904,986,36910
685.7990718119474,0.7503272120480825,0.096851, 5.500834, 7.451319,914,37824
600.9843259540511,0.6525345558675908,0.096003, 5.516769, 7.464790,921,38745
667.7781752814739,0.6731634831466471,0.097903, 5.445411, 7.369980,992,39737
677.603834562014,0.7073108920271545,0.098097, 5.438703, 7.354820,958,40695
670.8841763120414,0.7404902608300677,0.098251, 5.444232, 7.367819,906,41601
548.3489067222844,0.5670619511088774,0.096019, 5.408864, 7.326968,967,42568
676.7125499178643,0.7063805322733447,0.093814, 5.359180, 7.266918,958,43526
480.21633844693906,0.488521198826998,0.088734, 5.338837, 7.252049,983,44509
655.0546316399689,0.6998446919230437,0.082447, 5.253829, 7.142533,936,45445
642.1636448610891,0.6773878110349041,0.090873, 5.222051, 7.091451,948,46393
652.7869558439817,0.6560672923055092,0.089266, 5.234503, 7.113629,995,47388
655.0226974183581,0.6975747576340342,0.086504, 5.197511, 7.074458,939,48327
516.5598519559782,0.5437472125852402,0.087833, 5.216082, 7.087644,950,49277
655.2029749441249,0.7239811877835635,0.084541, 5.170755, 7.022345,905,50182
601.3389011895066,0.6074130315045522,0.084794, 5.135921, 6.970444,990,51172
603.0846232591898,0.6526889862112444,0.078634, 5.070332, 6.879874,924,52096
568.5573238505206,0.6275467150667997,0.083190, 5.060524, 6.859631,906,53002
474.5794313313627,0.5114002492794857,0.079665, 4.933740, 6.703324,928,53930
734.9618082828853,0.7793868592607479,0.084711, 4.978270, 6.766287,943,54873
618.8589568143691,0.6668738758775529,0.084365, 5.008420, 6.818353,928,55801
675.8669558798706,0.6882555558858153,0.092695, 5.026273, 6.837924,982,56783
650.7324104417619,0.6593033540443383,0.094267, 5.056273, 6.872272,987,57770
670.2403836387969,0.7214643526790063,0.099062, 5.053661, 6.861312,929,58699
631.0410445050748,0.6546068926401191,0.099018, 5.094136, 6.916835,964,59663
572.2755575883637,0.6268078396367619,0.109036, 5.084485, 6.910323,913,60576
679.0466343324216,0.7178082815353294,0.115603, 5.114345, 6.946723,946,61522
698.000586396908,0.7079113452301299,0.116132, 5.138827, 6.982756,986,62508
520.3983841678323,0.5398323487218177,0.106469, 5.231320, 7.104878,964,63472
696.9627681746797,0.7141011969002866,0.114343, 5.268145, 7.163411,976,64448
