total_reward,mean_reward,loss,mae,mean_q,episode_steps,step
267.1322055071639,0.2118415586892656,0.928262, 14.344325, 19.867682,1261,1261
331.0746383120413,0.24008313148081314,0.181591, 12.395836, 16.754665,1379,2640
343.72123180737805,0.266864310409455,0.116455, 10.286495, 13.919991,1288,3928
325.14416875895245,0.2446532496305135,0.074838, 8.359928, 11.355138,1329,5257
421.74047688930034,0.33155697868655687,0.100748, 7.155806, 9.711109,1272,6529
389.4438756311829,0.28998054775218385,0.071123, 6.015717, 8.167591,1343,7872
359.54227287625383,0.25866350566636964,0.049316, 4.795152, 6.516616,1390,9262
422.53997997731074,0.3061883912879063,0.052716, 3.612503, 4.950550,1380,10642
386.936644452324,0.3100453881829519,0.046383, 2.529304, 3.532931,1248,11890
265.7651928279779,0.20827993168336825,0.043034, 1.795721, 2.568113,1276,13166
209.87560508376325,0.15615744425875241,0.036679, 1.407489, 2.039943,1344,14510
