total_reward,mean_reward,loss,mae,mean_q,episode_steps,step
388.47901326179647,0.4076379992253898,1.313764, 4.794511, 9.934319,953,953
475.3539822173427,0.5008998758876109,0.075892, 3.586585, 6.636942,949,1902
543.5858984791605,0.5758325195753818,0.045017, 3.440886, 6.803946,944,2846
605.4036072878317,0.6152475683819428,0.028505, 3.840438, 6.783634,984,3830
646.1640623203887,0.7077371985984542,0.032133, 3.468822, 5.106702,913,4743
698.9102134069116,0.7688781225598587,0.024186, 3.172767, 4.575348,909,5652
635.9053855343402,0.6801127118014334,0.017437, 3.010065, 4.340637,935,6587
575.7289972725174,0.585685653379977,0.023743, 2.885049, 4.105761,983,7570
595.2666583932588,0.6512764315024714,0.026090, 2.761289, 3.906193,914,8484
629.7373973695192,0.6706468555585934,0.024298, 2.707025, 3.830551,939,9423
619.9461234970285,0.6478015919509179,0.029750, 2.645504, 3.759561,957,10380
579.4706579905428,0.6210832347165518,0.028235, 2.409935, 3.405674,933,11313
628.7023286706902,0.683372096381185,0.029230, 2.365243, 3.334780,920,12233
617.6894368580625,0.6641821901699597,0.029327, 2.411165, 3.374527,930,13163
602.6945883713581,0.6696606537459535,0.035544, 2.435724, 3.414224,900,14063
516.2928725967386,0.5389278419590173,0.036484, 2.463467, 3.435556,958,15021
623.8682975461145,0.660877433841223,0.035622, 2.456051, 3.427712,944,15965
651.1179621123177,0.7155142440794701,0.034482, 2.472021, 3.441472,910,16875
598.1854049307908,0.6257169507644256,0.036504, 2.530740, 3.498480,956,17831
626.7795957280939,0.6597679955032567,0.037221, 2.551975, 3.522285,950,18781
667.6592799799554,0.7186859849084557,0.037800, 2.554385, 3.533309,929,19710
606.2331996500516,0.6167173953713648,0.035301, 2.599061, 3.570994,983,20693
630.7443414911833,0.6345516513995807,0.038466, 2.592513, 3.574846,994,21687
598.3872657130672,0.6612013985779749,0.037254, 2.621444, 3.604781,905,22592
599.999094698863,0.6417102617100139,0.032888, 2.623931, 3.606217,935,23527
601.4304976745929,0.6310918128799505,0.039596, 2.599213, 3.583490,953,24480
571.3052140099583,0.6271187859604371,0.035847, 2.618012, 3.605872,911,25391
578.9925495104605,0.6159495207558091,0.034726, 2.601798, 3.585211,940,26331
609.7788942045108,0.6234958018451031,0.035324, 2.583700, 3.557170,978,27309
634.9014136840435,0.676867178767637,0.034779, 2.590664, 3.564927,938,28247
683.1051925279601,0.7035068924077859,0.035487, 2.581933, 3.554757,971,29218
613.1967902572114,0.6614852106334536,0.034281, 2.586102, 3.557583,927,30145
636.7532388359625,0.6367532388359625,0.035254, 2.581824, 3.549657,1000,31145
639.751897427276,0.6664082264867459,0.038377, 2.583795, 3.547394,960,32105
591.6051309397399,0.6092740792376312,0.034257, 2.566847, 3.528905,971,33076
586.2865186018558,0.6393528010925363,0.035129, 2.575191, 3.544317,917,33993
570.7873866502376,0.5783053562819024,0.036356, 2.575047, 3.533625,987,34980
585.7801270759464,0.6205297956312992,0.031904, 2.591543, 3.552973,944,35924
691.7155891899336,0.7015371087119001,0.032993, 2.606163, 3.567173,986,36910
611.7577414963193,0.6693191920091022,0.030870, 2.626207, 3.588588,914,37824
597.8428909116816,0.6491236600561147,0.031747, 2.626014, 3.586131,921,38745
623.0688858863697,0.6280936349660985,0.033617, 2.602129, 3.553586,992,39737
637.292301334532,0.6652320473220584,0.030480, 2.588057, 3.538710,958,40695
644.1466245147267,0.7109786142546652,0.033519, 2.608616, 3.561328,906,41601
597.5860488371686,0.617979367980526,0.034232, 2.597539, 3.542639,967,42568
627.7000338636752,0.6552192420288886,0.034500, 2.594492, 3.539302,958,43526
592.1250449537802,0.6023652542764804,0.031391, 2.603041, 3.546845,983,44509
610.132256533075,0.6518507014242254,0.029986, 2.619652, 3.566148,936,45445
578.0739013081231,0.6097825963165856,0.034243, 2.613863, 3.559617,948,46393
631.3255261059364,0.6344980161868707,0.030223, 2.597959, 3.544831,995,47388
628.3130736067396,0.6691300038410433,0.029540, 2.603648, 3.553589,939,48327
595.4575679391232,0.6267974399359192,0.028946, 2.623858, 3.575502,950,49277
587.7216023482436,0.6494161351914294,0.026598, 2.625881, 3.581078,905,50182
643.918373494125,0.6504225994890152,0.028009, 2.630769, 3.590114,990,51172
627.6544860044812,0.6792797467580965,0.026857, 2.612776, 3.561239,924,52096
586.3484905766859,0.6471837644334282,0.026404, 2.641248, 3.597307,906,53002
519.7233447678123,0.5600467077239356,0.026831, 2.620435, 3.580208,928,53930
745.1569256841046,0.7901982244794322,0.024800, 2.655596, 3.629575,943,54873
621.6307751120598,0.669860749043168,0.025328, 2.688833, 3.661356,928,55801
583.5491899636085,0.5942456109609048,0.023650, 2.705807, 3.680357,982,56783
632.5308446247989,0.6408620512915896,0.026864, 2.692501, 3.656960,987,57770
651.6456214534874,0.7014484622750133,0.025157, 2.713163, 3.678901,929,58699
605.0079698832099,0.6276016285095538,0.022873, 2.718983, 3.692841,964,59663
533.6094638077793,0.5844572440391888,0.026061, 2.708006, 3.679832,913,60576
645.4247237798537,0.6822671498729954,0.022288, 2.713381, 3.691321,946,61522
627.4367392799379,0.6363455773630202,0.024522, 2.713912, 3.698786,986,62508
630.0106000655168,0.6535379668729427,0.022713, 2.746434, 3.740418,964,63472
633.8226280621409,0.6494084303915378,0.021758, 2.773079, 3.777655,976,64448
643.7721821581824,0.6841362190841471,0.021654, 2.741176, 3.737747,941,65389
649.489633655837,0.7176681034871127,0.020641, 2.774559, 3.785077,905,66294
641.8279145525521,0.6657965918594939,0.020315, 2.798472, 3.815198,964,67258
582.8512642864105,0.5899304294396867,0.019952, 2.812719, 3.840482,988,68246
585.3146222297116,0.609702731489283,0.020202, 2.790749, 3.812060,960,69206
594.4737187495083,0.6371636856907913,0.018586, 2.806663, 3.837379,933,70139
562.3185308230262,0.5640105625105579,0.018284, 2.806375, 3.832139,997,71136
618.8844601564817,0.6251358183398805,0.020615, 2.809275, 3.843157,990,72126
608.5260097692997,0.6392079934551467,0.017497, 2.809303, 3.844259,952,73078
616.8455251939557,0.6625623256648289,0.015959, 2.813983, 3.851413,931,74009
624.4205958702427,0.6699791801182862,0.016978, 2.814487, 3.852705,932,74941
665.563207335739,0.6932950076413947,0.020819, 2.807750, 3.846031,960,75901
629.0366437508328,0.6793052308324329,0.019973, 2.797370, 3.836563,926,76827
660.0708532883688,0.684011246930952,0.022388, 2.785189, 3.823349,965,77792
637.3898760422954,0.6625674387134048,0.022461, 2.793279, 3.822520,962,78754
584.8857265378538,0.6268871667072388,0.021474, 2.779834, 3.807842,933,79687
539.3128010748414,0.542022915653107,0.024353, 2.775823, 3.787045,995,80682
534.7555283519091,0.5719310463656782,0.021475, 2.761267, 3.760894,935,81617
533.6629549060899,0.5769329242227998,0.026359, 2.742934, 3.731642,925,82542
564.5618801539479,0.5673988745265808,0.027194, 2.709924, 3.690834,995,83537
595.6705237160471,0.6065891280204145,0.027179, 2.674111, 3.644544,982,84519
540.0234217474889,0.5973710417560718,0.026822, 2.643765, 3.609193,904,85423
650.2808331026371,0.6703926114460176,0.024550, 2.615699, 3.576751,970,86393
615.8966828269257,0.6615431609311769,0.023763, 2.593640, 3.553393,931,87324
627.7424293546092,0.6959450436303871,0.019788, 2.592983, 3.560110,902,88226
676.4190791113572,0.7105242427640307,0.021467, 2.595685, 3.567829,952,89178
607.7679561261848,0.6176503619168545,0.018571, 2.577959, 3.551925,984,90162
627.5310171892368,0.645608042375758,0.018398, 2.604800, 3.590361,972,91134
645.0383962052749,0.656861910596003,0.017527, 2.632832, 3.624646,982,92116
660.0117291856454,0.668028065977374,0.018086, 2.638520, 3.626964,988,93104
646.543948165224,0.6617645324106695,0.017098, 2.658821, 3.652936,977,94081
584.1248804227644,0.6454418568207341,0.018267, 2.662963, 3.656125,905,94986
607.082279053722,0.6132144232865879,0.019160, 2.688764, 3.687899,990,95976
576.376441493752,0.5972812865220228,0.017218, 2.659371, 3.652788,965,96941
552.3691295754442,0.5529220516270712,0.018255, 2.648056, 3.632845,999,97940
538.0960214078382,0.5779763924896221,0.020578, 2.613766, 3.584428,931,98871
590.4038454865897,0.6560042727628774,0.021274, 2.597963, 3.565170,900,99771
