total_reward,mean_reward,loss,mae,mean_q,episode_steps,step
374.38631490579706,0.39285027797040617,2.147941, 10.717533, 15.433281,953,953
452.1362795344886,0.4764344357581545,0.069568, 7.820296, 10.745152,949,1902
420.0819627468426,0.4450020791809773,0.049399, 4.952126, 6.931156,944,2846
562.7227150090938,0.5718726778547701,0.035694, 3.379016, 4.805249,984,3830
640.1110897019461,0.7011074366943549,0.030457, 2.705944, 3.893950,913,4743
668.6076488742988,0.7355419679585246,0.030822, 2.274359, 3.289130,909,5652
603.165981801778,0.6450973067398695,0.024230, 1.889476, 2.734407,935,6587
517.5209970878798,0.5264710041585756,0.022673, 1.881134, 2.684505,983,7570
539.9123433420051,0.5907137235689334,0.024082, 1.980133, 2.788378,914,8484
563.8395813582524,0.6004681377617171,0.030072, 2.080194, 2.912101,939,9423
606.7442361107479,0.6340065163121713,0.032064, 2.080776, 2.902890,957,10380
527.554700117191,0.5654391212402905,0.035944, 2.098418, 2.919608,933,11313
621.7772869552681,0.6758448771252914,0.042000, 2.158792, 2.999284,920,12233
625.3961750883946,0.672469005471392,0.043632, 2.274734, 3.156246,930,13163
617.1200390292134,0.6856889322546816,0.048621, 2.361516, 3.270385,900,14063
512.06722925762,0.5345169407699583,0.046885, 2.437954, 3.386221,958,15021
627.3189881621186,0.6645328264429222,0.047341, 2.424806, 3.376441,944,15965
662.7696498623349,0.7283182965520163,0.041877, 2.483317, 3.462427,910,16875
605.6278610178841,0.6335019466714269,0.043084, 2.504144, 3.492921,956,17831
648.5094804587732,0.6826415583776559,0.040947, 2.500705, 3.481850,950,18781
642.7302475001388,0.6918517195911075,0.041233, 2.527441, 3.506909,929,19710
549.3031800986814,0.5588028281777023,0.038875, 2.587831, 3.565708,983,20693
604.7330516094204,0.6083833517197388,0.035590, 2.556308, 3.515997,994,21687
586.9368979074809,0.6485490584613048,0.035569, 2.535152, 3.492273,905,22592
572.0503223047464,0.6118185265291405,0.031459, 2.536823, 3.506585,935,23527
613.9269877817076,0.6442046041780772,0.033652, 2.485499, 3.450368,953,24480
591.9130812769702,0.6497399355400331,0.036283, 2.453334, 3.410041,911,25391
599.5663979463131,0.6378365935599076,0.038367, 2.470399, 3.451169,940,26331
583.5724298263385,0.5966998259983012,0.042350, 2.492276, 3.479743,978,27309
645.9944192423472,0.6886934107061271,0.039331, 2.508638, 3.504576,938,28247
692.6231375053064,0.7133091014472774,0.043744, 2.568214, 3.576173,971,29218
631.1683427245866,0.6808719986241496,0.041400, 2.599576, 3.602444,927,30145
609.1722166357393,0.6091722166357394,0.041517, 2.628449, 3.622552,1000,31145
628.5903859677534,0.6547816520497431,0.038203, 2.610333, 3.598861,960,32105
524.554619961756,0.5402210298267311,0.040431, 2.590455, 3.571973,971,33076
530.7496861622095,0.5787891888355611,0.037323, 2.490418, 3.436709,917,33993
539.4661805651539,0.5465716115148469,0.038758, 2.407244, 3.324993,987,34980
542.9056387243156,0.5751119054283005,0.040600, 2.354935, 3.255255,944,35924
700.5647137123375,0.7105118800327966,0.038861, 2.336447, 3.224981,986,36910
612.2707399222294,0.6698804594335114,0.038804, 2.345133, 3.236090,914,37824
574.646139373101,0.6239371763008698,0.039571, 2.397447, 3.306525,921,38745
601.1629981374601,0.606011086832117,0.041223, 2.450468, 3.377923,992,39737
640.0815462808749,0.6681435764936065,0.040550, 2.461903, 3.396733,958,40695
639.551854615177,0.7059071242993123,0.044252, 2.507032, 3.459917,906,41601
605.8417350040361,0.6265167890424365,0.043817, 2.497776, 3.450965,967,42568
606.0082362213104,0.6325764469951048,0.041516, 2.501298, 3.453816,958,43526
556.3992886722415,0.5660216568384959,0.037776, 2.485764, 3.428346,983,44509
599.2113542080016,0.6401830707350444,0.037005, 2.454159, 3.387812,936,45445
546.7671021278572,0.5767585465483727,0.037886, 2.402345, 3.326617,948,46393
610.8615249989643,0.6139311809034818,0.038922, 2.365432, 3.273722,995,47388
630.8897244934129,0.67187404099405,0.036649, 2.365480, 3.273613,939,48327
621.7887562711114,0.6545144802853804,0.037932, 2.405055, 3.329887,950,49277
588.1599997836425,0.6499005522471188,0.037514, 2.487073, 3.447568,905,50182
610.4267284056851,0.6165926549552375,0.036842, 2.513736, 3.480521,990,51172
647.045550072834,0.7002657468320714,0.037842, 2.536609, 3.512475,924,52096
584.5739321596493,0.6452250906839396,0.040742, 2.558176, 3.537450,906,53002
484.1118693907073,0.5216722730503311,0.040818, 2.508418, 3.468435,928,53930
767.92987859298,0.8143476973414422,0.039025, 2.486543, 3.441110,943,54873
579.8513456600451,0.6248398121336693,0.038227, 2.488807, 3.434807,928,55801
564.0253181653413,0.57436386778548,0.036916, 2.484533, 3.434435,982,56783
537.4820861157413,0.5445613841091603,0.038365, 2.472497, 3.418350,987,57770
621.2091380540251,0.6686858321356567,0.037841, 2.717735, 3.754028,929,58699
591.148213293406,0.6132242876487615,0.036543, 2.731959, 3.771188,964,59663
470.7809624769692,0.5156417989890133,0.038138, 2.656765, 3.670209,913,60576
635.9421940905709,0.6722433341337959,0.041214, 2.751363, 3.802318,946,61522
583.0777300019081,0.5913567241398662,0.038805, 2.787470, 3.854359,986,62508
626.0035521338712,0.6493812781471693,0.037334, 2.732708, 3.779152,964,63472
624.8902484173698,0.6402564020669772,0.035393, 2.739378, 3.797249,976,64448
649.4331650905378,0.6901521414352155,0.037351, 2.781104, 3.855585,941,65389
707.28503949844,0.7815304303850166,0.036224, 2.756826, 3.817520,905,66294
662.9448628161108,0.6877021398507374,0.036981, 2.750277, 3.816405,964,67258
580.4053175834598,0.5874547748820443,0.039153, 2.784527, 3.873076,988,68246
621.1517919721298,0.6470331166376352,0.037362, 2.703827, 3.761881,960,69206
600.6091805512648,0.6437397433561252,0.037257, 2.686639, 3.735914,933,70139
553.9862226849949,0.55565318223169,0.036794, 2.613315, 3.648739,997,71136
603.396872554259,0.6094917904588474,0.036552, 2.504444, 3.501664,990,72126
662.4088075496857,0.6958075709555521,0.036146, 2.456998, 3.426730,952,73078
619.2366497680853,0.6651306657014879,0.039374, 2.488470, 3.458853,931,74009
659.599171249806,0.7077244326714657,0.041511, 2.506622, 3.477977,932,74941
669.3520186919758,0.6972416861374747,0.037563, 2.575656, 3.563615,960,75901
643.8599223843512,0.695313091127809,0.037240, 2.616650, 3.613739,926,76827
662.2625809842507,0.6862824673411925,0.034602, 2.654669, 3.663409,965,77792
635.323493034824,0.660419431429131,0.037364, 2.633449, 3.636141,962,78754
571.340937161483,0.6123697075685777,0.037207, 2.586308, 3.570217,933,79687
555.9163937955354,0.558709943513101,0.037275, 2.530890, 3.495335,995,80682
560.4138792833439,0.5993731329233625,0.039142, 2.454673, 3.402538,935,81617
546.345471819357,0.5906437533182238,0.041530, 2.401609, 3.343760,925,82542
550.8985582070623,0.5536668926704144,0.039272, 2.323875, 3.252233,995,83537
641.5326191545964,0.6532918728661878,0.036719, 2.313787, 3.257481,982,84519
517.4772897645798,0.572430630270553,0.036787, 2.293679, 3.246352,904,85423
609.579538259056,0.6284325136691299,0.036033, 2.329393, 3.281834,970,86393
598.8330091225146,0.643214832569833,0.034945, 2.340448, 3.276677,931,87324
601.3239936260353,0.6666563122239859,0.033644, 2.382542, 3.322562,902,88226
670.5891556577934,0.7044003735901191,0.037273, 2.465644, 3.427376,952,89178
648.1761801866987,0.6587156302710353,0.037063, 2.491818, 3.453900,984,90162
661.188995538089,0.6802355921173755,0.036782, 2.552647, 3.529098,972,91134
672.9424726874882,0.6852774670952019,0.039615, 2.615086, 3.619056,982,92116
664.2707141048809,0.6723387794583815,0.037190, 2.715872, 3.766912,988,93104
627.9226964981005,0.6427049094146372,0.033628, 2.709221, 3.760420,977,94081
610.5052238567757,0.6745914075765478,0.034219, 2.660688, 3.685044,905,94986
589.0384934614578,0.5949883772337958,0.035974, 2.647665, 3.665643,990,95976
480.335965765581,0.49775747747728605,0.034041, 2.570938, 3.572969,965,96941
571.8821348920042,0.5724545894814856,0.032031, 2.428869, 3.382343,999,97940
588.5970436385136,0.6322202402132262,0.033512, 2.375338, 3.318164,931,98871
630.5928391513419,0.7006587101681576,0.037570, 2.361500, 3.309562,900,99771
